人物,传统,现标v1,对象域v2,语句
张载,中国,B,自我,不尊德性，则学问从而失；不致广大，则精微无所立。——《正蒙·中正》
张载,中国,B,同一,天人异用，不足以言诚；天人异知，不足以尽明。——《正蒙·诚明》
庄子,中国,B,世界,安危相易，祸福相生。——《庄子·则阳》
奥古斯丁,西方,B,他者,所谓「人民」，乃是一群因对所爱之物有一致看法而聚合的多数。——《上帝之城·19·24》〔译〕
朱熹,中国,A,自我,涵养护于未发之前则可，求中于未发之前则不可。——《语类》
塞涅卡,西方,A,自我,修习哲学不在炫学，而在把每天的言行交给理性检验。——《致鲁基里乌斯书信集·第11封》〔译〕
程颐,中国,B,他者,风化之本，自家刑于寡妻，以至于兄弟，以御于家邦。——《遗书》卷二十二上
斯宾诺莎,西方,A,自我,我思我所思，爱我所能爱，便是我全部的自由。——《伦理学》第五部分·命题三十六〔意译〕
鲁米,伊斯兰波斯,B,自我,他人是一面镜，照见你未见之己。——。——《玛斯纳维·卷二》 #self-other〔译〕
释迦牟尼,印度,B,自我,八正道者：正见、正思惟、正语、正业、正命、正精进、正念、正定。——《杂阿含经·卷二十八》
阿奎那,西方,B,世界,天使与社会，皆有其层级与秩序；宇宙非杂乱，乃一有秩之整体。——《神学大全·I·q.108·a.1》〔译〕
克里希那穆提,印度,A,自我,真正的修行，是活在每一刻的未知里。——《克里希那穆提讲演录》〔译〕
密尔,西方,A,自我,我不替自己思考，就等于没有真正活过。——《论自由·第二章》〔译〕
雅斯贝尔斯,西方,A,自我,人是一团未完成的、向世界敞开的可能性。——《哲学》〔意译〕
克尔凯郭尔,西方,A,自我,勇气，不是不害怕，而是带着恐惧依然前行。——《焦虑的概念》（Vigilius Haufniensis）〔译〕
公孙龙,中国,A,自我,龙，少学先王之道，长而明仁义之行；合同异，离坚白；然不然，可不可。——《公孙龙子·迹府》
孟子,中国,A,自我,行有不得者，皆反求诸己。——《孟子·离娄上》
陆九渊,中国,A,同一,宇宙便是吾心，吾心即是宇宙。——《杂说》（《陆九渊集》卷二十二） #self-other
莱布尼茨,西方,B,自我,自由与必然并不矛盾：自由的行为仍有其充足理由。——《神义论》〔意译〕
赫拉克利特,西方,B,他者,众人填饱肚腹，如同牲畜。——〔译〕《残篇》〔⚠️ 编号待核；DK B107 实为「眼耳是灵魂野蛮者的坏见证」，与本条不同〕
康德,西方,A,自我,理性存在者，因其能立法而有不可让渡的尊严。——《道德形而上学奠基》〔译〕
商羯罗,印度,A,自我,自我非作者、非受者；业果唯属身与心，不属阿特曼。——《梵经注·卷二》〔译〕
阿奎那,西方,A,自我,人的意志可转向或背离善；这转向或背离的自由，正是责任之所系。——《神学大全·I-II·q.6·a.1》〔译〕
李贽,中国,A,自我,余独信而好古，以求其放心而已。——《焚书·答焦漪园》
周敦颐,中国,A,自我,果而确，无难焉。——《通书·诚下》
海亚姆,伊斯兰波斯,B,自我,江河不息，载走浮名如叶。——《鲁拜集》〔译〕
冯友兰,中国,A,自我,圣人是最完全底人格。——《新原人·第四章》
海亚姆,伊斯兰波斯,B,自我,我们如不合时宜的棋子，被无形之手移来移去。——《鲁拜集》〔译〕
波普尔,西方,A,自我,我从不要求别人相信我，只要求他们质疑我。——《无穷的探索》〔意译〕
黄宗羲,中国,B,他者,三代以上之法，为天下也；后世之法，为一己也。——《明夷待访录·原法》 〔意译〕
熊十力,中国,B,世界,物者，本体之凝敛而成，非离本体别有。——《新唯识论·卷下》 〔意译〕
尼采,西方,B,自我,反对体系者：体系意味着意志的缺失。——《偶像的黄昏·箴言与箭》26〔意译〕
顾炎武,中国,B,他者,天下之人，各怀其家，各私其子，其常情也。——《日知录·财用》
亚里士多德,西方,A,自我,自制者明知而守其欲，放纵者明知恰当却仍从欲。——〔译〕《尼各马可伦理学》1150a—1152a
尼采,西方,A,自我,人是一条污浊的河流。必须成为大海，才能容纳它而不被污染。——《查拉图斯特拉如是说·序言》
韩非,中国,A,符号,非知之难也，处知则难也。——《韩非子·说难》
胡塞尔,西方,A,自我,在彻底怀疑之后，剩下的不可怀疑者，是这个在怀疑着的纯粹自我。——《笛卡尔式的沉思》第一沉思〔译〕
鲁米,伊斯兰波斯,B,他者,朋友是生命之盐，无之则淡。——《玛斯纳维·卷二》〔译〕
马可·奥勒留,西方,B,自我,「我受伤了」——不，你没有受伤，只是你的判断让你觉得如此。——《沉思录》卷七·29〔意译〕
荀子,中国,A,自我,志忍私，然后能公；行忍情性，然后能修。——《荀子·儒效》
海德格尔,西方,A,自我,焦虑中，万物退缩，恰恰显出最本己自我。——《存在与时间》§40〔译〕
孟子,中国,A,同一,万物皆备于我矣。反身而诚，乐莫大焉。——《孟子·尽心上》 #self-other
商羯罗,印度,B,同一,虚空本一，瓶空瓮空实无差别；个我之异唯依身体而起。——《梵经注·卷二》〔译〕
公孙龙,中国,B,符号,求马，黄、黑马皆可致；求白马，黄、黑马不可致。——《公孙龙子·白马论》
吉田兼好,日本,B,世界,鸟兽虫鱼，各遂其生，人当法之。——《徒然草》〔译〕
安萨里,伊斯兰波斯,A,自我,节食、寡言、少眠，是驯服欲望的三法。——《宗教学科的复兴》〔译〕
朱熹,中国,A,自我,持敬之说，不必多言，但熟味「整齐严肃」四字，便是敬之容貌。——《语类》
赫拉克利特,西方,A,自我,你绝不可能发现灵魂的边界，即使走遍一切道路，也走不到尽头。——〔译〕《残篇》DK B45（第欧根尼·拉尔修 IX.7 转引）
伊壁鸠鲁,西方,A,自我,快乐是幸福生活的起点，也是终点。——〔译〕《致美诺寇的信》LM
释迦牟尼,印度,A,自我,若人于世界，舍断爱取，则无忧悲。——《法句经·爱欲品》〔意译〕
克尔凯郭尔,西方,B,他者,舆论，是软弱者的集合。——《日记》（Papirer）〔译〕
加缪,西方,B,世界,自然的无动于衷，是荒诞最纯粹的面孔。——《西西弗神话》〔意译〕
安萨里,伊斯兰波斯,A,他者,爱者与被爱者，在真爱中合而为一。——《宗教学科的复兴·卷三》〔译〕
赫拉克利特,西方,B,世界,隐秘的和谐，胜过显明的和谐。——〔译〕《残篇》DK B54（克莱门《杂记》转引）
王弼,中国,A,自我,言人能处常居之宅，抱一清神，能常无离乎？——《老子注·十章》
柏拉图,西方,B,自我,万人之中难得有一人能凭理性把握那最高的善。——〔译〕《理想国》494a—495a
惠施,中国,A,自我,施存雄而无术。——《庄子·天下》（庄子评惠施）
维特根斯坦,西方,A,符号,我的确知并非来自论证，而来自生活形式。——《论确实性》§358〔译〕
庄子,中国,A,自我,人生天地之间，若白驹之过隙，忽然而已。——《庄子·知北游》
孔子,中国,A,自我,人而无信，不知其可也。——《论语·为政》
老子,中国,A,自我,上善若水。水善利万物而不争，处众人之所恶，故几于道。——《道德经·第八章》
赫拉克利特,西方,B,他者,狗向它不认识的人狂吠。——〔译〕《残篇》DK B97（普鲁塔克转引）
朱熹,中国,A,符号,看文字，须要入在里面，猛滚一番。——《语类》
安萨里,伊斯兰波斯,B,符号,理性有其界，不能证后世之复活与赏罚。——《哲学家的矛盾》〔译〕
龙树,印度,A,自我,学空之人，先学破我执，我执破已，乃能入空。——《十二门论·观因缘门》〔意译〕
第欧根尼,西方,B,他者,若问进餐的恰当时刻：富人随时，穷人能吃到时。——〔译〕《名哲言行录》卷六·54
柏拉图,西方,B,自我,音乐与体育并用，方能使灵魂与身体协调，免于偏废。——〔译〕《理想国》410b—412a
亚里士多德,西方,A,自我,人若只依人性生活便渺小；当依自身中的神性（理性）而活。——〔译〕《尼各马可伦理学》1178a—b
吉田兼好,日本,B,他者,一饭之恩，当终身念。——《徒然草》〔译〕
尼采,西方,A,自我,在孤独中，孤独者吞噬自己；在人群中，众人吞噬他。现在选择吧。——《查拉图斯特拉如是说·论爱邻人》〔意译〕
斯宾诺莎,西方,B,自我,凡清楚认识万物必出于神本性的人，不会怨恨或嘲笑，只会理解。——《伦理学》第四部分·命题五十附释〔意译〕
罗素,西方,A,自我,在不幸中，人变得以自我为中心；而自我中心又加深不幸，形成循环。——《幸福之路》〔译〕
牟宗三,中国,B,他者,中西之会通，在各自尽其性而后相济。——《中国哲学十九讲》 〔意译〕
柏拉图,西方,A,自我,"灵魂与身体结合，在生者看来近乎""被埋入""；哲学即练习解脱。——〔译〕《斐多》82e—83e"
鲁米,伊斯兰波斯,A,同一,你以为自己在寻道，实是道在寻你。——《玛斯纳维·卷三》〔译〕
罗素,西方,A,自我,快乐不是目的，而是好好生活的结果。——《幸福之路》〔意译〕
熊十力,中国,B,符号,一家之言，必有其所以立之根柢。——《十力语要·卷一》 〔意译〕
董仲舒,中国,A,他者,君之所好，民必从之。——《汉书·董仲舒传》（举贤良对策）
墨子,中国,A,自我,君子战虽有陈，而勇为本焉。——《墨子·修身》
冯友兰,中国,B,他者,天理之流行于社会，谓之礼。——《新原人》 〔意译〕
洛克,西方,A,自我,所谓自由意志，其实是能力问题，而非意志本身自由。——《人类理解论》卷二·章廿一·节10〔意译〕
爱比克泰德,西方,A,自我,凡不依赖外物者，才是真正自由；你若把自由系于财富或他人的脸色，便把枷锁戴在了自己手上。——《论说集·4·1》〔意译〕
胡塞尔,西方,B,符号,意向对象并非心理内容的投影，而是被意指的意义统一体。——《纯粹现象学通论》§89〔译〕
龙树,印度,B,世界,不生亦不灭，不常亦不断，不一亦不异，不来亦不出。——《中论·观因缘品》（八不偈）
亚里士多德,西方,B,世界,现实先于潜能；已成的活动高于将成的倾向。——〔译〕《形而上学》1050a—b
孙子,中国,A,他者,善战者，能为不可胜，不能使敌之可胜。——《孙子兵法·形篇》
亚里士多德,西方,A,自我,慷慨是钱财方面的适度：乐于给予，且给予得当。——〔译〕《尼各马可伦理学》1119b—1120b
帕斯卡,西方,B,自我,没有上帝，一切归为偶然或必然，人仍不得安宁。——《思想录》L281〔意译〕
康德,西方,B,世界,自然是「合目的性」地安排的，即便我们无法证明其目的。——《判断力批判·导论》〔译〕
吉田兼好,日本,B,自我,人才之显，待其时运。——《徒然草》〔译〕
